,Comment title,Comment,cleaned_Comment,lemmatized_Comment,Topic_1_probability,Topic_2_probability,Topic_3_probability,Topic_4_probability,Topic_5_probability,Topic_6_probability,Topic_7_probability,Max_Probability_Topic,Max_Topic_Words
801,"""wait outside for half an hour""",Leeds to Krakow. They made us wait outside at zero degrees for half an hour before the flight which was absolutely not acceptable especially for elderly and children.,leed krakow wait outside zero degree half hour flight absolutely acceptable especially elderly child,wait degree half hour flight absolutely acceptable especially elderly child,0.011501372791826725,0.011497407220304012,0.011496253311634064,0.9310112595558167,0.011496885679662228,0.011499556712806225,0.011497316882014275,Topic_4,"time, delay, hour, plane, minute, wait, late, arrive, leave, people"
802,"""answered me rudely""","Barcelona to Dublin. This is to make a complaint about Ryanair desk staff in Barcelona Terminal 2 who I asked about visa checks and answered me rudely.  I asked about the boarding pass print since I can't retrieve it through the app since I'm not a European national. So when I asked for the print and stamp he told me, how can he stamp my boarding pass in my phone screen. I found it rude so I raised my voice a little high and asked him again only the he gave me proper instructions. This people should not be tolerated. Please make actions on it.",barcelona dublin complaint ryanair desk staff barcelona terminal ask visa check answer rudely ask boarding pass print not retrieve app m european national ask print stamp tell stamp boarding pass phone screen find rude raise voice little high ask give proper instruction people tolerate action,terminal ask visa check answer rudely ask boarding pass print retrieve stamp boarding pass phone screen find rude raise voice little high ask give proper instruction people tolerate action,0.21771417558193207,0.2643330693244934,0.004050631541758776,0.004051226656883955,0.5017485618591309,0.004051318392157555,0.00405103899538517,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
803,"""not book any special services""","Weeze to Faro. At the end of October 2018 I booked my flight with full enthusiasm. In addition to the flight and hand luggage, I have also booked the shuttle transfer and paid. Unfortunately Ryanair did not pass my payment to the shuttle provider Viajes Russadir. This week it starts and will have to book another transfer and pay. I can advise everyone to book special services with Ryanair. Ryanair is pulling its own customers over the table. The ""Support / Service"" is the worst I have ever experienced. After about 30 emails I got the same answer that they can do nothing and I should contact the shuttle provider. What should they do? They did not receive the payment, that means no transfer. The last 10 reactions from Ryanair were then copy & paste: the position would remain the same and that the matter is now clarified. I visited the Facebook and read the running volume, that the support is bad or there is no compensation. So you can be lucky if everything runs smoothly or bad luck. In future I will not book any special services by an Airline. You have no trouble if the payment is not forwarded by the airline. Ryanair is not interested and withdraws from the responsibility.",weeze faro end october book flight enthusiasm addition flight hand luggage book shuttle transfer pay unfortunately ryanair pass payment shuttle provider viaje russadir week start book transfer pay advise book special service ryanair ryanair pull customer table support service bad experience email get answer contact shuttle provider receive payment mean transfer reaction ryanair copy paste position remain matter clarify visit facebook read running volume support bad compensation lucky run smoothly bad luck future book special service airline trouble payment forward airline ryanair interested withdraw responsibility,book flight enthusiasm addition flight hand luggage book shuttle transfer pay unfortunately ryanair pass payment shuttle provider viaje russadir week start book transfer pay advise book special service ryanair ryanair pull customer table support service bad experience email get answer contact shuttle provider receive payment mean transfer reaction copy paste position remain matter clarify visit read run volume support bad compensation lucky run smoothly bad luck future book special service airline trouble payment forward ryanair interested withdraw responsibility,0.10408511012792587,0.0015467464691028,0.0015472060767933726,0.0015466450713574886,0.722772479057312,0.1429753303527832,0.025526536628603935,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
804,"""We had to cancel our flight""","Stansted to Belfast. We had to cancel our flight. That's when the complications occurred. nasty online system that produces few alternative flights, rubbish telephone support team who repeatedly put the phone down on you (this happened 3 times out of 5 calls!) and at the best of times while you've still got them on the other end of the line they are so foreign that they ask you to repeat every 10 seconds, and get muddled in between times! I got so frustrated that I am vowing never to use Ryanair again even if they are cheaper than Easyjet.",stanste belfast cancel flight s complication occur nasty online system produce alternative flight rubbish telephone support team repeatedly phone happen time call good time ve get end line foreign ask repeat second muddle time get frustrated vow use ryanair cheap easyjet,complication occur nasty online system produce alternative flight rubbish telephone support team repeatedly phone happen time call good time ve get end line foreign ask repeat second muddle time get frustrate vow use ryanair cheap easyjet,0.08846031874418259,0.0034861897584050894,0.003485470311716199,0.003485853085294366,0.6844627261161804,0.21313384175300598,0.0034856402780860662,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
805,"""I couldn't have asked for more""","3rd December Flight. Being someone who is afraid of flying I couldn't have asked for more. Getting up those stairs into the plane is the hardest part, I also wasn't sat next to my partner so I was very tence and a little upset. So after they noticeably saw me distressed the Captain and the stewardess first reassured me that I would be sat with my partner (at no disturbance to anyone else) and asked me if I wanted to see the cockpit to be reassured about the plane. Here I met the pilot, an extremely helpful and knowledge man who walked me though a few things, told me the weather conditions, direction of the plane etc. Anything and everything I need or could have wanted to know. I just want to thank the pilot and his crew for being so understanding. The food was great and the selection was good aswell. The plane itself was nice and very clean.",rd december flight afraid fly not ask get stair plane hard not sit partner tence little upset noticeably see distress captain stewardess reassure sit partner disturbance ask want cockpit reassure plane meet pilot extremely helpful knowledge man walk thing tell weather condition direction plane etc need want know want thank pilot crew understand food great selection good aswell plane nice clean,rd flight afraid fly ask get stair plane hard sit partner tence little upset noticeably see distress captain stewardess reassure sit partner disturbance ask want plane meet pilot extremely helpful knowledge man walk thing tell weather condition direction plane need want want pilot crew understand food great selection good aswell plane nice clean,0.5776048302650452,0.23544710874557495,0.0022890784312039614,0.00228935107588768,0.0022892009001225233,0.17779114842414856,0.00228924211114645,Topic_1,"passenger, plane, staff, board, sit, seat, cabin_crew, come, boarding, aircraft"
806,"""straight forward rip off""","Treviso to Budapest. Beware, if you happen to book by phone the Ryanair website wont let you do the check in online and at the gate they make you pay 55 euro for the boarding pass. Modern robbery. A straight forward rip off.",treviso budapest beware happen book phone ryanair website will not let check online gate pay euro boarding pass modern robbery straight forward rip,treviso beware happen book phone ryanair website let check gate pay euro boarding pass modern robbery straight forward rip,0.006804854609072208,0.6664405465126038,0.1580178290605545,0.006805491168051958,0.006806237623095512,0.006804113741964102,0.14832089841365814,Topic_2,"pay, seat, airline, book, check, charge, ticket, cheap, people, return"
807,"""latest profiteering strategies""","East Midlands to Dublin. Yet another Ryanair flight where most passengers are booked as 'priority' - the queuing ropes had to be repositioned as the priority queue was so long. Less than 20 in the 'other Q'. Same on flights last week. Have to give it to Ryanairs marketing strategists - if you want to take on board baggage you have to book priority, which leaves those that genuinely want priority finding over 100 passengers in front of them. If is was funny it would be hilarious - but it isn't funny, its Ryanair's latest profiteering strategies at its best!",east midland dublin ryanair flight passenger book priority queue rope reposition priority queue long q flight week ryanair marketing strategist want board baggage book priority leave genuinely want priority finding passenger funny hilarious not funny ryanair late profiteering strategy good,flight passenger book priority queue rope reposition priority queue long q flight week ryanair marketing strategist want board baggage book priority leave genuinely want priority find passenger funny hilarious funny ryanair late profiteering strategy good,0.00440713157877326,0.27541831135749817,0.5573878288269043,0.14956483244895935,0.004406420048326254,0.004407832399010658,0.004407605156302452,Topic_3,"bag, pay, check, luggage, hold, hand_luggage, staff, priority, queue, baggage"
808,"""rather nice flight""","Luton to Dublin. It was a rather nice flight. Boarding was orderly as they were using both sets of stairs, The only issue was I had to buy seat to check in online. It was 29 hours before the flight. No other option unless I waited.",luton dublin nice flight boarding orderly set stair issue buy seat check online hour flight option wait,nice flight boarding orderly set stair issue buy seat check online hour flight option wait,0.27451378107070923,0.00787756871432066,0.00787632167339325,0.007877878844738007,0.4145117998123169,0.27946555614471436,0.007877047173678875,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
809,"""refused to refund me""","Edinburgh to Brindisi via Stansted. You can't pay for your baggage at the baggage check in. I arrived at the airport 2 hours in advance of my domestic flight from Edinburgh to London. I proceeded through the queue to check my baggage at the automated kiosk. I weighed my bag and received an error message. The attendant told me that I needed to go to the Ryanair check-in desk to check my bag. I did so, and the Ryanair attendant at the desk said she could not take my payment. She said I needed to go to the other end of the terminal to the Swissport Desk. I was already starting to worry about making it to the gate on time, but I didn’t have any choice but to follow the attendant’s orders. So I crossed the terminal and waited in queue at the Swissport Desk for 40 minutes with several other people who were in the same situation. Everybody looked angry and worried because there was only one agent handling customers, and she was moving very slowly. When I finally got my turn, it was too late. The gate had closed. When I told this to the slow attendant, she was exceedingly rude, remarking that I should have ""spoken up"" from the queue if I had an imminent flight. The problem was, every single person in the queue was in the same position that I was. Ryanair wasn’t letting anybody pay for their baggage at the baggage desk! Was I supposed to cut in line? Leaving on a later flight would've caused me to miss my connection in London, so I had to pay 70 pounds to take a train from Edinburgh to London so I could make the connection in time. Ryanair has repeatedly refused to refund me for the Edinburgh-London part of the trip even though their attendants were at fault. Adding insult to injury, they keep sending me form letters which pointedly ignore the substance of my complaint. Essentially, they blame me for not taking ""a long security queue"" into account. I never even made it to the security queue! I will never fly this airline again.",edinburgh brindisi stanste not pay baggage baggage check arrive airport hour advance domestic flight edinburgh london proceed queue check baggage automate kiosk weigh bag receive error message attendant tell need ryanair checkin desk check bag ryanair attendant desk say payment say need end terminal swissport desk start worry make gate time not choice follow attendant order cross terminal wait queue swissport desk minute people situation everybody look angry worried agent handle customer move slowly finally get turn late gate close tell slow attendant exceedingly rude remarking speak queue imminent flight problem single person queue position ryanair not let anybody pay baggage baggage desk suppose cut line leave later flight ve cause miss connection london pay pound train edinburgh london connection time ryanair repeatedly refuse refund edinburghlondon trip attendant fault add insult injury send form letter pointedly ignore substance complaint essentially blame take long security queue account security queue fly airline,stanste pay baggage baggage check arrive airport hour advance domestic flight proceed queue check baggage automate kiosk receive error message attendant tell need ryanair ryanair attendant desk say payment say need end start worry make gate time choice follow attendant order cross terminal wait queue minute people situation look angry worried agent handle customer move slowly finally get turn late gate close tell slow attendant exceedingly rude remark speak queue imminent flight problem single person queue position ryanair let pay baggage baggage desk suppose cut line leave later flight ve cause miss connection pay pound train time ryanair repeatedly refuse refund edinburghlondon trip attendant fault add insult injury send form letter pointedly ignore substance complaint essentially blame take long security queue account security queue fly airline,0.08269616961479187,0.01714928075671196,0.20193013548851013,0.16394394636154175,0.4617784917354584,0.05659885331988335,0.015903135761618614,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
810,"""$60 for a check-in charge""","I booked a flight for 2 people from Bologna to Catania on Ryanair through the Wanderio website. At the airport the Ryanair agents told me I owe $60 for a check-in charge, because I did not check-in online as per Ryanair policy. As far as I am aware, the standard practice of all other airlines provides for check in at the airport at no cost. Further, in this case, my two bags had to be physically processed at the counter anyway. Wanderio acknowledged that ""the details that we shared in the confirmation e-mail might have not been clear enough regarding this issue"". To add injury to insult, it also informed me that the extra charge over the price of the tickets was not $60 as at the airport, but 79 Euros or about $85!. It then offered not a CC refund as I requested, but a voucher for that amount for future bookings, which is worthless to me under the circumstances!",book flight people bologna catania ryanair wanderio website airport ryanair agent tell owe checkin charge checkin online ryanair policy far aware standard practice airline provide check airport cost case bag physically process counter wanderio acknowledge detail share confirmation email clear issue add injury insult inform extra charge price ticket airport euro offer cc refund request voucher future booking worthless circumstance,book flight people bologna policy far aware standard practice airline provide check airport cost case bag physically process detail share confirmation email clear issue add injury insult inform extra charge price ticket airport offer refund request voucher future book worthless circumstance,0.0025851463433355093,0.36175766587257385,0.04859846457839012,0.0025851763784885406,0.422251433134079,0.12498994171619415,0.03723213076591492,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
811,"""rules on baggage policy""","Stansted to Frankfurt. Horrible gate organization. The PA calls the passengers at 18.30 (time when as was expected to be closed) and then we were stuck them almost a half hour. I embarked at 7.10 (scheduled time for departure 7). No explanations, no excuses. Fortunately, we arrived in Frankfurt only half an hour late. Return flight really upset, they put rules on baggage policy and at the gate the land hostess was boarding people who even had not paid the priority were with two bags saying ""remember it for next time"". So everyone who paid the extra is just stupid or what?",stanste frankfurt horrible gate organization pa call passenger time expect close stick half hour embark schedule time departure explanation excuse fortunately arrive frankfurt half hour late return flight upset rule baggage policy gate land hostess board people pay priority bag say remember time pay extra stupid,horrible call passenger time expect close stick half hour embark schedule time departure explanation excuse fortunately arrive frankfurt half hour late return flight upset rule baggage policy gate people pay priority bag remember time pay extra stupid,0.003060142742469907,0.0030606496147811413,0.1667170524597168,0.48796355724334717,0.26156550645828247,0.07457311451435089,0.003059983719140291,Topic_4,"time, delay, hour, plane, minute, wait, late, arrive, leave, people"
812,"""no announcement were made""","Paris Beauvais to Budapest. A delayed flight and no announcement were made, ground staff could have made a little effort to inform people. Although everything went smoothly on the aircraft.",paris beauvais budapest delay flight announcement ground staff little effort inform people go smoothly aircraft,flight announcement ground staff little effort inform people go smoothly aircraft,0.4567416310310364,0.011496715247631073,0.011496268212795258,0.01149819791316986,0.011496895924210548,0.011496362276375294,0.48577389121055603,Topic_7,"time, crew, good, return, cabin_crew, boarding, land, arrive, leg_room, journey"
813,"""no responsibility at all""","Kiev to Warsaw. Can you imagine feelings of two fans of famous rock band who had been waiting of the concert for ages but had to be awaiting the scheduled flight due to it was delayed for more than 5 hours? We had prepaid concert tickets, our staying in hotel, transfer fees to the hotel, and return flight tickets. There were neither email messages, no SMS from Ryanair beforehand about delaying of the flight at all. Our scheduled departure was about 15:30 p.m and concert was about to start 21:00 p.m. (flying time about 1,5 hour). Our hopes to visit the gig had been melting until 20:00p.m the time when we realized that everything was over. But the worse thing was that we realized that we had been ripped off by Ryanair with their so called cheap ticket prices because all our tryings to fill out claim form to get refunds and compensation on their homepage were nightmare to complete. I rate it's completely ploy for ordinary people. It's occurred to me about their trick : Cheap price - no responsibility at all - and ultimately formal replies from online chat with no help of refunding money! At the end we have no flight, no concert, no money, just vain tryings to correspond with Ryanair. Shame on them!",kiev warsaw imagine feeling fan famous rock band wait concert age await schedule flight delay hour prepay concert ticket stay hotel transfer fee hotel return flight ticket email message sms ryanair delaying flight schedule departure pm concert start pm fly time hour hope visit gig melt pm time realize bad thing realize rip ryanair call cheap ticket price trying fill claim form refund compensation homepage nightmare complete rate completely ploy ordinary people occur trick cheap price responsibility ultimately formal reply online chat help refund money end flight concert money vain trying correspond ryanair shame,imagine feel fan famous rock band wait concert age await schedule flight delay hour prepay concert ticket stay hotel transfer fee hotel return flight ticket email message sm ryanair delay flight schedule departure pm start pm fly time hour hope visit melt time realize bad thing realize ryanair call cheap ticket price try fill claim form refund compensation homepage nightmare complete rate completely ploy ordinary people occur trick cheap price responsibility ultimately formal reply online help refund money end flight concert money vain try correspond ryanair shame,0.0015232377918437123,0.23973453044891357,0.0015228233532980084,0.2571156322956085,0.4970579445362091,0.0015230054268613458,0.001522802864201367,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
814,"""most uncomfortable flight""","Malaga to Prestwick. The most uncomfortable flight I've flown for many a year. Very uncomfortable; no seat adjustment; no radio, tv or films. Also, my case was damaged in transit by Ryanair, but they only give you 6 days to complete their online Claim Form, which requires detailed pages of information, some of which I do not have; so can go no further. So far I've tried 3 times with no success! I do believe this is a definite ploy to prevent folk from claiming. I shall never travel with Ryanair again!",malaga prestwick uncomfortable flight ve fly year uncomfortable seat adjustment radio tv film case damage transit ryanair day complete online claim form require detailed page information far ve try time success believe definite ploy prevent folk claim shall travel ryanair,uncomfortable flight ve fly year uncomfortable seat adjustment radio tv film case damage transit ryanair day complete online claim form require detailed page information far ve try time success believe definite ploy prevent folk claim travel ryanair,0.004052063450217247,0.09222790598869324,0.161363422870636,0.21099373698234558,0.5232575535774231,0.004052771255373955,0.004052501637488604,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
815,"""pay a late check-in fee""","Barcelona to Porto. My experience with Ryanair was terrible. Staff were incredibly rude during baggage check, payment and boarding. Lines and gates were disorganized stating they were closed when they weren’t and sending people at the front of the line to the back. I waited in line to check my baggage for 30 minutes (behind only two other individuals) before being made to pay a late check-in fee (which was approximately 5 minutes past the cut off at which time I was still 2 hours before flight departure). Flight was late taking off and arriving at our destination.",barcelona porto experience ryanair terrible staff incredibly rude baggage check payment boarding line gate disorganize state close not send people line wait line check baggage minute individual pay late checkin fee approximately minute past cut time hour flight departure flight late take arrive destination,ryanair terrible staff incredibly rude baggage check payment boarding line gate disorganize state close send people line wait line check baggage minute individual pay late fee approximately minute past cut time hour flight departure flight late take arrive destination,0.07424677163362503,0.06590158492326736,0.110727459192276,0.34687599539756775,0.3581949472427368,0.04116899520158768,0.002884209854528308,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
816,"""never choose Ryanair again""","Cologne to Rome. Very disappointed. Awful experience with the online check-in process and the customer service I got here at Cologne airport by from Ryanair staff. I didn’t know my online check-in has not worked until I got to the airport. There was still time to departure (around 40 minutes, yes not two hours but still good enough) but no one even tried to help me. They firmly gave a big no to me and didn’t even try any alternative solution. Hearing a no after seeing someone is at least trying to help you is different but I got a simple no without any understanding of my situation. I will never choose Ryanair again and I won’t recommend it to anyone.",cologne rome disappointed awful experience online checkin process customer service get cologne airport ryanair staff not know online checkin work get airport time departure minute yes hour good try help firmly give big not try alternative solution hear see try help different get simple understanding situation choose ryanair will not recommend,disappoint awful experience process customer service get staff know online get airport time departure minute hour good try help firmly give big try alternative solution hear see try help different get simple understanding situation choose ryanair recommend,0.0032585887238383293,0.00325883855111897,0.0032587589230388403,0.23717021942138672,0.6382466554641724,0.1115482822060585,0.0032586262095719576,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
817,"""worst check in experience""","Rome to Athens. One of worst check in experience, reasons- understaffed team, hundreds of passenger in queue handled by 3. If you have not done check in online, you have to pay 55 euro per person, pay  for light cabin backpack. staffs with blunt expression. One line is avoid the chances of being ripped on the name of low fare because one will end up paying a lot.",rome athens bad check experience reason understaffe team hundred passenger queue handle check online pay euro person pay light cabin backpack staff blunt expression line avoid chance rip low fare end pay lot,bad check experience reason team passenger queue handle check online pay euro person pay light cabin backpack staff blunt expression line avoid chance rip low fare end pay lot,0.15357959270477295,0.31553271412849426,0.2536034882068634,0.004050198011100292,0.2651335895061493,0.004050737246870995,0.004049676936119795,Topic_2,"pay, seat, airline, book, check, charge, ticket, cheap, people, return"
818,"""there were a lot of announcements""",On November 7th I flew Ryanair from Rome (CIA) to Stansted (London). The flight was delayed due to the late arrival of the aircraft. While on the flight there were a lot of announcements. Overall a very nice flight. The airport train was not running in Stansted which caused a further 30 minute delay and the use of buses to get to immigration.,november th fly ryanair rome cia stanste london flight delay late arrival aircraft flight lot announcement overall nice flight airport train run stanste cause minute delay use bus immigration,fly ryanair flight delay late arrival aircraft flight lot announcement overall nice flight airport train run stanste minute delay use bus immigration,0.006370562128722668,0.006370062939822674,0.006369940936565399,0.9617763161659241,0.006370303686708212,0.006371589843183756,0.0063712093979120255,Topic_4,"time, delay, hour, plane, minute, wait, late, arrive, leave, people"
819,"""Lovely staff on both legs""","Took a wee break to Krakow from Dublin to visit the Salt Mines and Auschwitz, On time both ways with Ryanair. Lovely staff on both legs of the journey with frequent updates from flight deck. Only suggestion is that they could get nicer wine on their menu. I've no problems with Ryanair, I'd be happy to use them again.",take wee break krakow dublin visit salt mine auschwitz time way ryanair lovely staff leg journey frequent update flight deck suggestion nice wine menu ve problem ryanair d happy use,take break time way ryanair lovely staff leg journey frequent update flight deck suggestion nice wine menu ve problem ryanair happy use,0.32050061225891113,0.08990951627492905,0.006374954711645842,0.006375748664140701,0.006375053431838751,0.3406091034412384,0.22985497117042542,Topic_6,"time, seat, good, service, staff, price, airline, return, great, problem"
820,"""never fly Ryanair again""","Pisa to Stansted. Flight did leave on time but very unprofessional ground and cabin crew. I had one small suitcase with me and was forced without any explanation, to store this with the large suitcases. It seems that if you didn't have priority booking the crew had the right to be rude and intimidating. I will never fly Ryanair again, the only reason that I did this time was because I had to buy tickets last minute. I would rather stay longer or for a shorter period at my final destination then to be treated like this. Luggage collection at final destination also took ages.",pisa stanste flight leave time unprofessional ground cabin crew small suitcase force explanation store large suitcase not priority book crew right rude intimidate fly ryanair reason time buy ticket minute stay long short period final destination treat like luggage collection final destination take age,leave time unprofessional ground cabin crew small suitcase force explanation store large suitcase priority book crew right rude fly ryanair reason time buy ticket minute stay long short period final destination treat luggage collection final destination take age,0.13494651019573212,0.21914523839950562,0.18755537271499634,0.3766661584377289,0.07556625455617905,0.0030601536855101585,0.00306034367531538,Topic_4,"time, delay, hour, plane, minute, wait, late, arrive, leave, people"
821,"""Never again with Ryanair""","Never again with Ryanair is a promise and a suggestion. It is a low cost flight company but we are not animals and even the animals should not be treated like they did with us. The day when this company will close down will be the best day for everybody. My last flight with them was very bad and unbeliveable. I departed from Naples to Bergamo where I had a stop and then from Bergamo to London Stansted. Unfortunately due to the very bad weather, the pilot has decided to land in Verona instead of Bergamo for safety reasons. My flight from Bergamo to London would be departed in 1 hour They have organized the transfer to Bergamo by buses (almost 2 hours) and when we arrived finally to Bergamo, my flight had already left. I went to the Ryanair's ticket office to ask to get the first flight to London Stansted. There I found the worst service ever seen: no customer service, no support, no understanding, crazy queue, only 2 desks and they called you by numbers. It Was a nightmare after a long day. When finally was my turn and together with passengers with my same issue, we have asked to get the first flight to London because was not our fault to have missed the flight. They replied to us that they would have inserted us in a waiting list and they have asked to charge 100 euros each passenger to get the first flight available that maybe would be departed even the day after. All of that without hotel, even a bottle of water. This is absolutely shameful! I really needed to be in London asap and I have decided to pay the fee and fortunately I got the next flight to London. Of course I am trying to get the refund with our solicitors and I will ask even the apologies from them. PS: The lady that works at the Ryanair point in Naples airport (Monday Morning 29th of October) should be fired and she need a very long training. She doesn't know at all what is and what mean the word ""customer service"". I repeat, never again with Ryanair.",ryanair promise suggestion low cost flight company animal animal treat like day company close good day everybody flight bad unbeliveable depart naple bergamo stop bergamo london stanste unfortunately bad weather pilot decide land verona instead bergamo safety reason flight bergamo london depart hour organize transfer bergamo bus hour arrive finally bergamo flight leave go ryanair ticket office ask flight london stanste find bad service see customer service support understanding crazy queue desk call number nightmare long day finally turn passenger issue ask flight london fault miss flight reply insert waiting list ask charge euro passenger flight available maybe depart day hotel bottle water absolutely shameful need london asap decide pay fee fortunately get flight london course try refund solicitor ask apology ps lady work ryanair point naples airport monday morning th october fire need long training not know mean word customer service repeat ryanair,ryanair promise suggestion low cost flight company animal animal treat day company close good day flight bad unbeliveable depart naple bergamo stop bergamo stanste unfortunately bad weather pilot decide land verona instead bergamo safety reason flight bergamo hour organize transfer bergamo bus hour arrive finally bergamo flight leave go ryanair ticket office ask flight stanste find bad service see customer service support understand crazy queue desk call number nightmare long day finally turn passenger issue ask flight flight reply insert waiting list ask charge euro passenger flight available maybe depart day hotel bottle water absolutely shameful need decide pay fee fortunately get flight course try solicitor ask apology morning fire need long training know mean word customer service repeat ryanair,0.0011157707776874304,0.0011157612316310406,0.0011155938263982534,0.24987167119979858,0.48401781916618347,0.015219668857753277,0.24754367768764496,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
822,"""nobody does anything""","Flew Palermo to Bucharest. I do not recommend Ryanair to anyone and I strongly suggest to avoid this horrible company. They lost my baggage during a flight, I called daily to the airport, I talked daily to the Ryanair customer service which, obviously, could not help, and in the end I can say that I did everything I could to get it back or to get a refund, but nobody cared at all. The information they give is not clear, the time they put me to wait was between 7 and 21 days and even like this nothing changed. Everybody is sorry, but nobody does anything. Plus, onboard they do not have the food they are supposed to sell. Horrible company!",fly palermo bucharest recommend ryanair strongly suggest avoid horrible company lose baggage flight call daily airport talk daily ryanair customer service obviously help end refund care information clear time wait day like change everybody sorry plus onboard food suppose sell horrible company,fly palermo bucharest recommend ryanair strongly suggest avoid horrible company lose baggage flight call ryanair customer service obviously help end refund care information clear time wait day change sorry food suppose sell horrible company,0.0036114735994488,0.10921921581029892,0.003612102707847953,0.3536086976528168,0.47560185194015503,0.003611577907577157,0.05073507875204086,Topic_5,"tell, check, airport, try, customer_service, hour, book, refund, ask, cancel"
823,"""friendly helpful crew""","Flew Faro to Bristol with Ryanair. The usual efficient but basic experience with flights on time and friendly helpful crew. I fly with 'special assistance' and they are always very good in helping me and assisting with luggage. On the outbound flight weather conditions were very poor - as a retired pilot I estimated ground visibility height at about 200' - and I anticipated a diversion to Cardiff, but the Captain made an excellent landing on a wet and windy runway. We later found out that several other flights had indeed been diverted. The return flight had an unusual incident - because the forward toilet was inoperative, the seat belt signs were switched on in calm conditions to clear a way to the rear toilets for the crafty Captain and First Officer in turn!",fly faro bristol ryanair usual efficient basic experience flight time friendly helpful crew fly special assistance good help assist luggage outbound flight weather condition poor retire pilot estimate ground visibility height anticipate diversion cardiff captain excellent landing wet windy runway later find flight divert return flight unusual incident forward toilet inoperative seat belt sign switch calm condition clear way rear toilet crafty captain officer turn,fly ryanair usual efficient basic experience flight time friendly helpful crew fly special assistance good help assist luggage outbound flight weather condition poor retire pilot estimate ground visibility height anticipate diversion cardiff captain excellent landing wet windy runway later find flight divert return flight unusual incident forward toilet inoperative seat belt sign switch calm condition clear way rear toilet captain officer turn,0.4343293607234955,0.07786493003368378,0.002239002613350749,0.08324925601482391,0.09573791176080704,0.30434033274650574,0.0022391891106963158,Topic_1,"passenger, plane, staff, board, sit, seat, cabin_crew, come, boarding, aircraft"
824,"""Shameful money grabbing""","Flew Ryanair from Cologne to Bristol. I fly this journey every couple of months and I cannot remember the last time the flight wasn't delayed at least an hour. If it's going to be a later time just make it a later time! Now we have to pay for 'extras' which any decent airline would not charge for, such as carry on luggage or sitting next to loved ones. So they can say the flight is cheap but by the time you've added on the things you need it isn't cheap anymore. Shameful money grabbing. If Ryanair wasn't the only direct flight for this journey I would fly with someone else, even if it cost more.",fly ryanair cologne bristol fly journey couple month remember time flight not delay hour go later time later time pay extra decent airline charge carry luggage sit love one flight cheap time ve add thing need not cheap anymore shameful money grab ryanair not direct flight journey fly cost,fly ryanair fly journey couple month remember time flight delay hour go later time later time pay extra decent airline charge carry luggage sit love flight cheap time ve add thing need cheap anymore shameful money grab ryanair direct flight journey fly cost,0.0032581693958491087,0.5154514312744141,0.003259646939113736,0.3290318250656128,0.0032585773151367903,0.0032589423935860395,0.14248140156269073,Topic_2,"pay, seat, airline, book, check, charge, ticket, cheap, people, return"
825,"""a very relaxed journey""","Athens to Frankfurt. Great job by Ryanair. We chose FR because of departure time and price. The price doubled because of luggage and emergency exit seats, but was still low: 680 euros return voor 4, booked two months in advance and much better than competitors. It turned out to be a very relaxed journey: two very punctual flights, with a friendly crew and very comfortable seating at the emergency exit both ways. Good info from the cockpit and I like the efficient boarding.The down side is the risk of strike. A month before we went, there was a big strike across Europe and it won't be the last. This constant unrest makes you worrying about your flight and that's the only reason why I do not recommend Ryanair.",athen frankfurt great job ryanair choose fr departure time price price double luggage emergency exit seat low euro return voor book month advance well competitor turn relaxed journey punctual flight friendly crew comfortable seating emergency exit way good info cockpit like efficient boardingthe risk strike month go big strike europe will not constant unrest make worry flight s reason recommend ryanair,athen great job ryanair choose fr departure time price price double luggage emergency exit seat low return voor book month advance competitor turn relaxed journey punctual flight friendly crew comfortable seat emergency exit way good info cockpit efficient risk strike month go big strike constant unrest make worry flight reason recommend ryanair,0.035065483301877975,0.0025856513530015945,0.13672304153442383,0.002585130278021097,0.15491899847984314,0.40695473551750183,0.2611669898033142,Topic_6,"time, seat, good, service, staff, price, airline, return, great, problem"
