Comment title,Comment,cleaned_Comment,Topic_1_probability,Topic_2_probability,Topic_3_probability,Topic_4_probability,Topic_5_probability,Topic_6_probability,Topic_7_probability,Max_Probability_Topic
"""would not recommend Ryanair""","Bucharest to Stansted. I booked a flight from Bucharest to London, with the intention of connecting with a flight from London to Lisbon. Upon boarding the flight and heading for the runway, we were informed there is a problem with a sensor in the aircraft. It took 45 minutes to repair and another 45 minutes to refuel the aircraft (while we were still waiting inside the aircraft). This made me lose my other Ryanair flight and caused a lot of problems and unplanned costs. Since the delay was less than two hours we got nothing but a short apology. I would not recommend Ryanair because of this issue.",bucharest stansted book flight bucharest london intention connect flight london lisbon board flight head runway inform problem sensor aircraft take minute repair minute refuel aircraft wait inside aircraft lose ryanair flight cause lot problem unplanned cost delay hour get short apology recommend ryanair issue,0.07000226527452469,0.030754534527659416,0.16808363795280457,0.034547559916973114,0.004692150745540857,0.5177519917488098,0.17416790127754211,Topic_6
"""definitely no more Ryanair""","Absolutely awful airline. Travelled with them last August to Corfu, awful service, nothing like Easyjet, swore I never would again but unfortunately made the mistake of booking with them recently via Loveholidays. Two weeks after booking I needed to change one of the parties due to one person not being able to come and even though we had yet to enter in passport details and I made the changes online, they charged £115! Not only that but you can now no longer take a small case into the hold, only a much smaller bag that fits under the seat, so we were also charged extra for the small case. Looking up other airlines, Easyjet still has the small case as a free hold bag and only charges £25 to change a name. After this, definitely no more Ryanair!",absolutely awful airline travel august corfu awful service like easyjet swear unfortunately mistake book recently loveholiday week book need change party person able come enter passport detail change online charge long small case hold small bag fit seat charge extra small case look airline easyjet small case free hold bag charge change definitely ryanair,0.0037136483006179333,0.2670808732509613,0.31249576807022095,0.005034203641116619,0.003164055524393916,0.3757231533527374,0.03278828412294388,Topic_6
"""cabin crew were friendly""",My flights to and from Tenerife were on time. There was a great selection of food and drink to purchase. The cabin crew were friendly and visible on both flights.,flight tenerife time great selection food drink purchase cabin crew friendly visible flight,0.010536526329815388,0.10523544251918793,0.09606871753931046,0.01428331807255745,0.008977191522717476,0.46778109669685364,0.2971177101135254,Topic_6
"""follow booking instructions""","Bologna to Stansted. It's easy to complain about Ryanair, but if you follow their booking instructions correctly, the vast majority of gripes about luggage etc can be avoided. The flight was more or less on time leaving, the staff were efficient and reasonably friendly, they use tried and trusted aircraft and get you there safely. It would be good to have more staff serving drinks so you don't have to wait so long if you sit at the back, but otherwise, what do you expect?",bologna stanste easy complain ryanair follow booking instruction correctly vast majority gripe luggage etc avoid flight time leave staff efficient reasonably friendly use try trust aircraft safely good staff serve drink not wait long sit expect,0.07914528995752335,0.044293031096458435,0.1257535219192505,0.031854208558797836,0.004565040115267038,0.48427316546440125,0.23011577129364014,Topic_6
"""Bad support staff""","Prague to Madrid. Everything about Ryanair is bad. Bad support staff at the airport. No information on that you have to pay additional at the airport for the ticket. Rude staff, not at all seamless.",prague madrid ryanair bad bad support staff airport information pay additional airport ticket rude staff seamless,0.00883181206882,0.1919059455394745,0.20757634937763214,0.011972792446613312,0.007524678483605385,0.4660690128803253,0.10611940920352936,Topic_6
"""a great experience""","Cork to Luton. I flew with Ryanair on the 17th of March, from ORK to LTN, and back again from LTN to ORK on the 20th of March. On the outbound journey, everything that I experienced went smoothly. Boarding began ~45 minutes before the scheduled departure time, and I did have to wait longer because of not ordering Priority but the gate agent was friendly and it went by with no issues. Boarding the plane was easy too, with not too long of a wait outside, and the attendant greeted everybody with a smile and a welcome. I sat in seat 27F for both of my flights and the seat was comfortable, had great legroom and the seatbelt wasn't too short or too long. The seat was positioned perfectly near the window so I could get some great shots of the wing and the outside. When flight service began, I had headphones in so the flight attendants didn't disturb me, which I thought was kind of them. The flight was smooth and the landings were a bit rough, but it's to be expected when they need to disembark the plane and get it turned around in 30 minutes! All in all, I had a great experience with Ryanair and I would fly with them again.",cork luton fly ryanair th march ork ltn ltn ork th march outbound journey experience go smoothly boarding begin minute schedule departure time wait long order priority gate agent friendly go issue board plane easy long wait outside attendant greet everybody smile welcome sit seat f flight seat comfortable great legroom seatbelt not short long seat position perfectly near window great shot wing outside flight service begin headphone flight attendant not disturb think kind flight smooth landing bit rough expect need disembark plane turn minute great experience ryanair fly,0.01669393479824066,0.03126775100827217,0.04292309284210205,0.03160534426569939,0.0025553181767463684,0.5703008770942688,0.3046536445617676,Topic_6
"""do it with easyJet, not Ryanair""","Everything about Ryanair is just uncomfortable. Compared to easyJet the seats are worse. There is something uncomfortable about them. Also, my last flight was delayed on the runway for over 2 hours. I have never had a delay with easyJet. I am currently writing this review because I just received notice there will be a delay for my flight today. Second in a row. Yay Ryanair! Also, some of the ""window' seats just do not have windows. It is the most absurd thing to be told you have a window seat and instead have a wall. Its also slightly unnerving to not know the exact moment of touch down. If you are looking to save costs do it with easyJet, not Ryanair.",ryanair uncomfortable compare easyjet seat bad uncomfortable flight delay runway hour delay easyjet currently write review receive notice delay flight today second row yay ryanair window seat window absurd thing tell window seat instead wall slightly unnerving know exact moment touch look save cost easyjet ryanair,0.004361521918326616,0.0660308450460434,0.11813613772392273,0.0059210858307778835,0.04706635698676109,0.619695782661438,0.13878826797008514,Topic_6
"""Everything went very well""","Bucharest to Bergamo. Quick boarding, great flight, arrived early! Everything went very well, not a problem. Great flight and great landing! I love Ryanair!",bucharest bergamo quick boarding great flight arrive early go problem great flight great landing love ryanair,0.049272846430540085,0.04785199090838432,0.08179795742034912,0.011968942359089851,0.048010826110839844,0.3860071897506714,0.37509027123451233,Topic_6
"""not fly with Ryanair again""","Tenerife to Bristol. Had to pay €40 for our hand luggage as it had to be checked into the aircraft, unaware of this as we had bought out tickets with the promise of a small bag as hand luggage which is what I had. The stewardesses were rude and blunt telling me it was “impossible” to get my bag on the plane which clearly it wasn’t. My bag was then taken off me on the steps up to the airplane which I was again not informed would happen. Will not fly with Ryanair again.",tenerife bristol pay hand luggage check aircraft unaware buy ticket promise small bag hand luggage stewardess rude blunt tell impossible bag plane clearly not bag take step airplane informed happen fly ryanair,0.0061078183352947235,0.3110964596271515,0.13949443399906158,0.008279808796942234,0.005203890614211559,0.4701102674007416,0.05970732122659683,Topic_6
"""ended up with extra costs""","Barcelona to Birmingham. Shocked that ""priority"" had sold out so were to we would have to check in cabin luggage. I've never done this before and didn't like carrying my possessions in a carrier bag. Flights ended up with extra costs to be more than Vueling who were miles better.",barcelona birmingham shock priority sell check cabin luggage ve not like carry possession carrier bag flight end extra cost vuele mile well,0.00808782409876585,0.21772204339504242,0.19496721029281616,0.010995261371135712,0.006883807014673948,0.4199604392051697,0.14138340950012207,Topic_6
"""Totally disappointing experience""","Alicante to Brussels. Totally disappointing experience, Ryanair has a questionable policy regarding the suitcases, I had to make a first payment for shipping a small suitcase weighing less than 10 kilos, when embarking I had to pay €20 extra for not having checked the suitcase, finally the cost of the flight is more expensive for this reason, there was another extra cost to be able to choose a seat as the seat allocation system assigns you separate seats from your family members so that you have to pay an extra to travel together. Uncomfortable seating, unhelpful staff, dirty plane, stressed hostesses asking passengers to sit down, I have a lot of experience on flights with many companies and I consider that Ryanair is by far the worst experience a traveler can find, low quality and deceptive policies with the passengers. ES:  Experiencia totalmente decepcionante, Ryanair tiene una política cuestionable en lo relativo a las maletas, tuve que realizar un primer pago por embarcar una maleta pequeña de peso inferior a 10 kilos, al embarcar tuve que pagar 20€ extra por no haber facturado la maleta, finalmente el coste del vuelo es más caro por este motivo, hubo otro sobrecoste para poder elegir asiento pues el sistema de asignación de asientos te asigna asientos separados de tus familiares para que tengas que pagar un extra para viajar juntos. Asientos inconfortables, staff nada servicial, avión sucio, las azafatas estresadas pidiendo a los pasajeros que se sienten, tengo mucha experiencia en vuelos con muchas compañías y considero que Ryaniar es con diferencia la peor experiencia que un viajero puede encontrar, baja calidad y engañosas políticas con los pasajeros.",alicante brussels totally disappointing experience ryanair questionable policy suitcase payment ship small suitcase weigh kilo embark pay extra have check suitcase finally cost flight expensive reason extra cost able choose seat seat allocation system assign separate seat family member pay extra travel uncomfortable seat unhelpful staff dirty plane stress hostess ask passenger sit lot experience flight company consider ryanair far bad experience traveler find low quality deceptive policy passenger es experiencia totalmente decepcionante ryanair tiene una política cuestionable en lo relativo las maletas tuve que realizar un primer pago por embarcar una maleta pequeña de peso inferior kilo al embarcar tuve que pagar extra por haber facturado la maleta finalmente el coste del vuelo es más caro por este motivo hubo otro sobrecoste para poder elegir asiento pues el sistema de asignación de asientos te asigna asientos separado de tus familiare para que tengas que pagar un extra para viajar juntos asientos inconfortable staff nada servicial avión sucio las azafata estresada pidiendo los pasajeros que se sienten tengo mucha experiencia en vuelos con muchas compañías y considero que ryaniar es con diferencia la peor experiencia que un viajero puede encontrar baja calidad y engañosas políticas con los pasajeros,0.26215997338294983,0.09281615912914276,0.16462726891040802,0.013570467010140419,0.001920227543450892,0.44298896193504333,0.021916909143328667,Topic_6
"""pushchair is destroyed""","Manchester to Madrid. A good company to travel with until your £500 baby pushchair gets lost during transit and found after two days, just to discover it is destroyed and you have to make a claim! Ryanair airport staff from Spain speak little or no English and no one seems to be interested in helping you with the matter. We filed a claim form and provided photographic evidence that the pushchair has broken hinges and impossible to use any more. Less than 10 minutes after our claim was sent, a reply came from Ryanair office stating that the claim is rejected as there is just cosmetic damage!",manchester madrid good company travel baby pushchair get lose transit find day discover destroy claim ryanair airport staff spain speak little english interested help matter file claim form provide photographic evidence pushchair break hinge impossible use minute claim send reply come ryanair office state claim reject cosmetic damage,0.029068417847156525,0.09522540867328644,0.44292500615119934,0.006302857305854559,0.029958577826619148,0.3289463520050049,0.06757336854934692,Topic_3
""" itinerary was changed 3 times""","Dublin to Faro. I travelled with my family of 5 to Faro, the itinerary was changed 3 times which meant that the man in our apartment had to stay late to check us in. Boarding in Dublin OK and flight quite good. Staff very polished and professional, on return boarding in Faro was a free for all, priority and non priority all boarding together. Flight back was good and we arrived half hour early in Dublin and straight on to a commuter coach back home. A good quality product, I am flying with them again next Monday and I will not be priority as I think it is a complete rip off along with the seat selection. Pack wisely and bring laundry tabs, sandwiches, snacks for trip and empty plastic bottles which you can refill in airport. Much cheaper than EI on the same route.",dublin faro travel family faro itinerary change time mean man apartment stay late check boarding dublin ok flight good staff polished professional return boarding faro free priority non priority boarding flight good arrive half hour early dublin straight commuter coach home good quality product fly monday priority think complete rip seat selection pack wisely bring laundry tab sandwich snack trip plastic bottle refill airport cheap ei route,0.0035168223548680544,0.021671276539564133,0.1299162060022354,0.004782321862876415,0.002993282163515687,0.6258689165115356,0.2112511545419693,Topic_6
"""courteous and very professional""","Stansted to Vienna. Was on a flight from Stansted airport when the engine blew on take off, had to emergency exit the plane onto the runway and be bussed back to the terminal. The staff were amazing you could not have asked for a better service. As we entered the terminal we were handed water, our names were checked off and then we were given sandwiches, crisps and chocolate. Within three hours the backlog of planes were moved and they had us on a replacement flight to Vienna, all the staff were extremely courteous and were very professional. I cannot recommend this airline and there staff enough, thank you for getting me to my destination under the most difficult of situations.",stanste vienna flight stanste airport engine blow emergency exit plane runway buss terminal staff amazing ask well service enter terminal hand water name check give sandwich crisp chocolate hour backlog plane move replacement flight vienna staff extremely courteous professional recommend airline staff thank get destination difficult situation,0.004295106045901775,0.025440778583288193,0.1635136604309082,0.005833584349602461,0.0036569496151059866,0.6540946960449219,0.1431652009487152,Topic_6
"""Found the service to be horrendous""",Found the service to be horrendous when travelling home from krakow to Manchester. When checking in the staff kept interrupting our checking in to check other people in who was on another flight. When we was waiting to board the plane we was left outside in the freezing cold for 20 minutes as we were delayed half hour while all the priority customers were on a heated shuttle bus waiting to board plane. Feel like if you didn’t pay the extra you didn’t matter. Never fly with Ryanair again!,find service horrendous travel home krakow manchester check staff keep interrupt checking check people flight wait board plane leave outside freeze cold minute delay half hour priority customer heated shuttle bus wait board plane feel like not pay extra not matter fly ryanair,0.09865038841962814,0.03665006905794144,0.1399366706609726,0.006922786124050617,0.004350933246314526,0.6437299251556396,0.06975920498371124,Topic_6
"""good flight, good service""","Stansted to Lanzarote. Left on time, arrived on time, good flight, good service. Nothing to say. All for 52 pounds included seat, handluggage on board (Priority). What would anyone expect for that amount? In England a train to Oxford can cost more.",stanste lanzarote leave time arrive time good flight good service pound include seat handluggage board priority expect england train oxford cost,0.008485358208417892,0.0847429409623146,0.12039390951395035,0.011502747423946857,0.0072295828722417355,0.47403234243392944,0.29361310601234436,Topic_6
"""Price is very cheap""","Amman to Paphos. Price is very cheap rather than other available flights, My luggage had been delayed (it was an airport mistake) but the company deal with my case in a professional way",amman paphos price cheap available flight luggage delay airport mistake company deal case professional way,0.010535708628594875,0.134525865316391,0.12119005620479584,0.014282085001468658,0.008976520970463753,0.5357751250267029,0.1747146099805832,Topic_6
"""Very easy and no hassle""","Dusseldorf to Marrakesh. A flawless flight with Ryanair, which started at convenient and small Airport Weeze. Annoying waiting outside in the cold before boarding, but I can understand why: FR's middle name is efficiency, so it's better to have all passengers lined up in front of the plane. We had two pieces of hand luggage and were on seats 1A and 1B which was great. Miles of legroom and no-one besides us. Plane departed on time but had to make a detour because of a strike in Belgium. Therefore flight took a little over 4 hours but not the airline's fault. Nice crew which made two rounds with reasonably priced food and drinks. Inbound flight equal: on time and comfortable because of seats at the emergency seat, which is well worth the euros on a 3,5 hrs long flight. People who are complaining that FR is not clear about the obligation to print the boarding pass are wrong: they make that very clear. Not able to print? Use the app, because on almost all routes -not from Morocco though!- you can use a mobile pass. Very easy and no hassle.",dusseldorf marrakesh flawless flight ryanair start convenient small airport weeze annoying wait outside cold boarding understand frs middle efficiency well passenger line plane piece hand luggage seat b great mile legroom plane depart time detour strike belgium flight take little hour airline fault nice crew round reasonably price food drink inbound flight equal time comfortable seat emergency seat worth euro hrs long flight people complain fr clear obligation print boarding pass wrong clear able print use app route morocco use mobile pass easy hassle,0.0029443169478327036,0.06640519946813583,0.10230515897274017,0.0039949119091033936,0.0025077522732317448,0.5091512799263,0.3126913905143738,Topic_6
"""had to pay extra for a seat""","Warsaw to Belfast. Terrible. They want money for everything you do. Not worth flying with them. Pay extra £20 and get yourself a trip with a different airline. I had to pay extra for a seat with my partner as they set us 12 rows apart. Then apparently I haven't had my check in bag (paid for it) and then had to pay extra as it was a ""wrong type of bag"" Customer services is helpless so if you have any issues, be prepared for nothing being done about it. I am waiting for a refund (over 3 weeks) but all they're saying that they've sent it. No confirmation sent to back this up. It's absolutely ridiculous to how this company still stands.",warsaw belfast terrible want money worth fly pay extra trip different airline pay extra seat partner set row apart apparently not check bag pay pay extra wrong type bag customer service helpless issue prepare wait refund week say ve send confirmation send absolutely ridiculous company stand,0.004300114698708057,0.11173999309539795,0.3703787624835968,0.025535279884934425,0.0036637193989008665,0.4498341381549835,0.03454801067709923,Topic_6
"""from OK to terrible""","Kraków to Madrid via Berlin. In the recent months Ryanair shifted from OK to terrible. It is no longer airline for normal travellers. Service is terrible on every level and with all additional charges for even a small luggage, seat selection, insurance etc this airline became high price. If you add the poor service on every level: ticket purchase, luggage acceptance etc this airline is most likely on their way down. It is obvious that with all extra charges even for a 10kg luggage (25€ - what passanger flies with a lap top bag only) the true ticket price is hidden and this is a price cheating. On the top many of their flights due to charging for a luggage at the gate, are late. Therefore if you book a flight with Ryanair be careful since your ticket price can easily double with their extra charges. For the business people the ward of advise regarding Ryanair - do never use them. If someone aske for a value for money what Ryanair offers I am quick to say 1 of 10 where 1 being terrible. A ward of caution for the Ryanair management, there were several airline trying to squeeze every penny from their passangera/clients in the past and it was good to see they became airline from the past.",kraków madrid berlin recent month ryanair shift ok terrible long airline normal traveller service terrible level additional charge small luggage seat selection insurance etc airline high price add poor service level ticket purchase luggage acceptance etc airline likely way obvious extra charge kg luggage passanger fly lap bag true ticket price hide price cheating flight charge luggage gate late book flight ryanair careful ticket price easily double extra charge business people ward advise ryanair use aske value money ryanair offer quick terrible ward caution ryanair management airline try squeeze penny passangeraclient past good airline past,0.002526449039578438,0.19100381433963776,0.32797250151634216,0.04605935886502266,0.042089737951755524,0.24561959505081177,0.14472857117652893,Topic_3
"""are sort of reliable""",Bremen to Tampere. I am flying often with Ryanair. They are sort of reliable and of course cheap. That´s it. The rest is negative. I would recommend them only if the route is served nearby. I would not use them if other airlines fly the same route. Good is the pricing system. You can book one-way flights for the same price as a return.,breman tampere fly ryanair sort reliable course cheap s rest negative recommend route serve nearby use airline fly route good pricing system book oneway flight price return,0.006879093125462532,0.03901568055152893,0.13115915656089783,0.10209541022777557,0.005861013662070036,0.45215845108032227,0.2628311812877655,Topic_6
"""Ryanair is a good airline.""",Stansted to Łódź. Firstly when we got on board everything was fine but it got announced that there is a minor technical issue. An hour later we took of from Stansted. Other than that the flight was alright. Room was average and the Staff / Crew were nice so I think that Ryanair is a good airline.,stanste łódź firstly get board fine get announce minor technical issue hour later take stansted flight alright room average staff crew nice think ryanair good airline,0.0656527429819107,0.037218932062387466,0.15850062668323517,0.008773298002779484,0.00551390228793025,0.5795008540153503,0.14483961462974548,Topic_6
"""I am really disappointed""",Prague to Ovda. Its was my first time that I flew with Ryanair and I am really disappointed. When we took the flight from ovda all was good without any discomfort. On the way back they check every little thing and when I ask where all of this instructions are written they didn't had an answer. And just did its a lot harder. I really would consider next time if to fly with this company.,prague ovda time fly ryanair disappointed take flight ovda good discomfort way check little thing ask instruction write not answer lot hard consider time fly company,0.007273169234395027,0.045223504304885864,0.1750704050064087,0.009884107857942581,0.042892683297395706,0.5193467736244202,0.20030932128429413,Topic_6
"""cabin crew was really nice""","Palma de Mallorca to Barcelona. Easy and quick check in, ground staff at Palma de Mallorca airport was nice, the flight left on time, the aircraft was clean and the cabin crew was really nice and polite with good english.",palma de mallorca barcelona easy quick check ground staff palma de mallorca airport nice flight leave time aircraft clean cabin crew nice polite good english,0.007102342322468758,0.07548093795776367,0.1851923167705536,0.009627887047827244,0.0060512530617415905,0.3302589952945709,0.38628628849983215,Topic_7
""" Would fly again""","Barcelona to Palma de Mallorca. Easy and quick check in, aircraft was clean, staff was quite friendly, although there was a little bit of delay due to late arrival of the aircraft. Would fly again.",barcelona palma de mallorca easy quick check aircraft clean staff friendly little bit delay late arrival aircraft fly,0.00848475657403469,0.049419842660427094,0.1453443169593811,0.011501846835017204,0.007229088805615902,0.4376561939716339,0.3403639495372772,Topic_6
"""Terrible experience""","Palermo to Milan. Terrible experience. One staff member at the Palermo airport in particular was incredibly rude and out of line. As soon as we got to the check in counter we were scolded by the Ryanair employee for not printing out our boarding pass (something we didn’t know as this was our first time flying Ryanair). We were instantly met with a disrespectful attitude that was unprompted. We were sent to a different counter to print the boarding passes for 44 euro. Coming back to the check in counter we were met with more scolding for having bags that exceeded the weight limit. The employee was basically appalled that we had extra weight and again sent us to the other counter to pay for being overweight (205 extra euros!). We already knew before coming to the airport that we were going to have to pay a fee for the extra weight so again we were met with unprompted disrespect; we even told this employee that we understood we had to pay more and we’re okay with that but again his reaction was demeaning and unwarranted. We did not talk back nor initiate any disrespectful dialogue and hence why I am prompted to write this review. We barely made our flight because we were setback with these additional waits which I believe all the services should be done at one counter. This whole experience put a really bad taste in my mouth with this airline. I never got the name of the person who was so rude to us because we were so frantic to get our boarding passes and paying for extra weight. I am displeased with the customer service presented. This person needs to learn how to be respectful and accommodating rather than scolding at a stressful environment to begin with. The extra fees, rude employee and hassle to board a Ryanair plane is the reason why I have to give this airline a 1. Wish it could be a 0 though sadly.P",palermo milan terrible experience staff member palermo airport particular incredibly rude line soon get check counter scold ryanair employee print boarding pass not know time fly ryanair instantly meet disrespectful attitude unprompte send different counter print boarding pass euro come check counter meet scold have bag exceed weight limit employee basically appal extra weight send counter pay overweight extra euro know come airport go pay fee extra weight meet unprompted disrespect tell employee understand pay okay reaction demeaning unwarranted talk initiate disrespectful dialogue prompt write review barely flight setback additional wait believe service counter experience bad taste mouth airline get person rude frantic boarding pass pay extra weight displeased customer service present person need learn respectful accommodate scold stressful environment begin extra fee rude employee hassle board ryanair plane reason airline wish sadlyp,0.02156604453921318,0.26516008377075195,0.2658720314502716,0.03015120141208172,0.011255295015871525,0.390461802482605,0.015533560886979103,Topic_6
"""Ryanair really couldn't help""","Stansted to Rabat. When booking our flights, we made two errors: 1. we booked through kiwi.com, which meant Ryanair really couldn't help much. A mistake was made in entering my first name; in other words, my husband listed his first name for both passengers: Mr. S _____ and Ms S ______. When we noticed the error, we first tried finding a solution through a Live Chat with Ryanair. They kept asking for the email address with which the flight was booked. It turns out that since we booked through a third party, kiwi.com used their own email address. When we contacted them, they informed us they couldn't give out that email address. When I tried to manage my booking to change the name, they wanted to charge 382 Euros--a ridiculous price set by the airline (and the cost of 2 new tickets). And it turns out that no one could do anything for us. When we tried to cancel the flight, not only were we unable to recoup even the cost of the prepaid luggage fees, but kiwi.com would charge a 20 Euro cancellation fee. So we simply didn't show up for the flight and made other arrangements to get to Spain from Rabat! Pretty bad experience--lots of psychic energy wasted for nothing--for a simple data entry mistake!",stanste rabat book flight error book kiwicom mean ryanair not help mistake enter word husband list passenger mr s ms s notice error try find solution live chat ryanair keep ask email address flight book turn book party kiwicom email address contact inform not email address try manage booking change want charge eurosa ridiculous price set airline cost new ticket turn try cancel flight unable recoup cost prepaid luggage fee kiwicom charge euro cancellation fee simply not flight arrangement spain rabat pretty bad experiencelot psychic energy waste nothingfor simple datum entry mistake,0.0026818052865564823,0.05132114514708519,0.486336350440979,0.0972844809293747,0.03858508542180061,0.29832929372787476,0.025461796671152115,Topic_3
Ryanair customer review,"Flew Ryanair from Athens to Berlin. The flight tickets are reasonable but again in the time of boarding in the airport these airlines will make you to pay so many fines. I didn’t download my flight ticket online and for that they charged me €55 and I also paid online for baggage, again they charged me €22 for another small cabin bag. I’m really frustrated about this. The staff are very rude. Do proper research before choosing Ryanair.",fly ryanair athens berlin flight ticket reasonable time boarding airport airline pay fine not download flight ticket online charge pay online baggage charge small cabin bag m frustrated staff rude proper research choose ryanair,0.005950656719505787,0.20562051236629486,0.3290594816207886,0.008068032562732697,0.005069699604064226,0.3905785381793976,0.05565309524536133,Topic_6
"""delayed about 7 hours""","Paris Beauvais to Prague. Never again. The flight was delayed about 7 hours. No apologies. No food, no drink. Nothing. Only thing they do was that they add an hour or two to the departure. The airport in Paris - Beauvais is too small, people are lying on the floor, there’s no place to sit.",paris beauvais prague flight delay hour apology food drink thing add hour departure airport paris beauvais small people lie floor s place sit,0.008166881278157234,0.08276090770959854,0.10804794728755951,0.01107095368206501,0.006958253215998411,0.7219225168228149,0.06107255443930626,Topic_6
"""there was a 2h 30min delay""","Athens to Thessaloniki. Used the app to check in and everything was going fine until I reached the gate, about 40 minutes prior to departure, only to find out there was a 2h30min delay. We received a 5€ e-coupon which could be used in various stores. According to the airline this was due to a technical fault, and we had to wait for another plane that was coming from Warsaw. I'm sure they knew of the delay earlier, but somehow they missed informing the passengers. On the other hand Ryanair uses the satellite terminal in Athens, which is a bit far, however passengers walk to the aircraft and they can use both front and back doors to enter, so this is fast and easy. The flight cost 24€ return, so it was very cheap.",athen thessaloniki app check go fine reach gate minute prior departure find hmin delay receive ecoupon store accord airline technical fault wait plane come warsaw m sure know delay early miss inform passenger hand ryanair use satellite terminal athens bit far passenger walk aircraft use door enter fast easy flight cost return cheap,0.00418477226048708,0.07770740985870361,0.11476212739944458,0.02621215023100376,0.003561370074748993,0.6505398750305176,0.12303228676319122,Topic_6
"""a horrible experience""","They probably need more passenger on the plane cause it looked like they add seats till people don't have any space for the legs anymore. The only position allowed is a straight rigid firm sitting. Impossible relax, impossible stretch, impossible rest! And that's why they reduced the bag sizes cause they're embarking more ppl on the same plane. It was a horrible experience.",probably need passenger plane cause look like add seat till people not space leg anymore position allow straight rigid firm sit impossible relax impossible stretch impossible rest s reduce bag size cause embark ppl plane horrible experience,0.0051077743992209435,0.1949509233236313,0.15015041828155518,0.006926571950316429,0.004351787269115448,0.46896424889564514,0.16954824328422546,Topic_6
"""Horrible service and hidden fees""",Lisbon to Frankfurt. Horrible service and hidden fees doubled the price of the tickets day of the flight. This is a joke and the smugness or the representatives that send you from one to another is indicative of how common this is for them.,lisbon frankfurt horrible service hidden fee double price ticket day flight joke smugness representative send indicative common,0.00991814024746418,0.1005343571305275,0.41807037591934204,0.013491244055330753,0.008439993485808372,0.3420150578022003,0.10753079503774643,Topic_3
"""another £40 at the gate""","Manchester to Lanzarote. The worst customer service and business skimming is untrue. Even though you’ve paid for the flight and the check in bags, they rinse you for every penny you can get, I paid £20 to be billed another £40 at the gate for not checking in a bag, then almost missed my flight as they wouldn’t let me through with my bag as it was .24kg over the weight. Don’t use this airline, just that little bit extra to get that much more. With Ryanair you pay for the extras then they don’t matter anyway, then the extras you pay for don’t get used. Seriously avoid this airline.",manchester lanzarote bad customer service business skimming untrue ve pay flight check bag rinse penny pay bill gate check bag miss flight not let bag kg weight not use airline little bit extra ryanair pay extras not matter extra pay not seriously avoid airline,0.00559704564511776,0.18704073131084442,0.339714914560318,0.007602287922054529,0.004765328019857407,0.4083279073238373,0.04695175215601921,Topic_6
"""value for money""","I found Ryanair fast, efficient, organised and value for money. Cabin crew were friendly and very helpful.  Would certainly recommend Ryanair and will certainly travel with them again.",find ryanair fast efficient organise value money cabin crew friendly helpful certainly recommend ryanair certainly travel,0.009606798179447651,0.05186789110302925,0.0917324647307396,0.013022865168750286,0.00818508118391037,0.40111687779426575,0.424468070268631,Topic_7
"""Great, easy, quick flight""","Great, easy, quick flight to Stansted. Ryanair has such a bad reputation but I dont understand why. If you follow their guidelines, you wont get charged, its that simple. Everything in-flight was clean and tidy, although there is no inflight entertainment.",great easy quick flight stanste ryanair bad reputation not understand follow guideline will not charge simple inflight clean tidy inflight entertainment,0.04396435245871544,0.04306957870721817,0.11189951002597809,0.046792712062597275,0.006707415916025639,0.39974039793014526,0.3478260636329651,Topic_6
"""worst customer service""","Manchester to Madrid. I have flown with Ryanair many times and none of these trips were ever pleasant. But more recently in January I experienced the worst customer service and a charge to my credit card by Ryanair without my consent.  They have introduced their new cabin bag policy which is utter garbage, because when you opt for the priority this not available, so Ryanair can charge you an extra £25 at the gate. As for the charge to my credit card for flight I did not take nor was I acknowledged of this transaction, Ryanair’s response was very blaze and told me there is nothing they could do about it.",manchester madrid fly ryanair time trip pleasant recently january experience bad customer service charge credit card ryanair consent introduce new cabin bag policy utter garbage opt priority available ryanair charge extra gate charge credit card flight acknowledge transaction ryanair response blaze tell,0.005439928732812405,0.14272677898406982,0.2969595789909363,0.03310588002204895,0.059349313378334045,0.3736463785171509,0.08877210319042206,Topic_6
"""Good experience""","Palma de Mallorca to Madrid. The boarding was really quick, the aircraft took off on time and the bags were already in the belt to collect when I arrived. Crew was really nice. Good experience.",palma de mallorca madrid boarding quick aircraft take time bag belt collect arrive crew nice good experience,0.008167891763150692,0.08363436907529831,0.11193060129880905,0.011072463355958462,0.006959081627428532,0.48799872398376465,0.29023686051368713,Topic_6
"""Overall a good experience""","Barcelona to Palma de Mallorca. Fast boarding, crew was nice and professional. Landed on time, check in bags already on the belt by the time we reached it. Overall a good experience.",barcelona palma de mallorca fast boarding crew nice professional land time check bag belt time reach overall good experience,0.007725100498646498,0.124112568795681,0.12851206958293915,0.010483393445611,0.006573857273906469,0.3447030186653137,0.377890020608902,Topic_7
"""worst customer service""","Malaga to Stansted. I would never choose Ryanair again (this was my and first time), I also recommend everybody else to avoid this company. The worst customer service and they will make you pay extra for everything.",malaga stanste choose ryanair time recommend everybody avoid company bad customer service pay extra,0.011070781387388706,0.06878907978534698,0.3207506537437439,0.015007399022579193,0.009432412683963776,0.48159801959991455,0.09335166215896606,Topic_6
