doc,topic,probability
"Just flown Dublin to Bodrum direct. Plane was quite busy and I'm delighted Ryanair are doing this flight all year round. 2 minor complaints. We were herded like cattle on the stairs leading out to the plane for quite a time. Hard going when you are old and ill. And we were 40 minutes late taking off so incurred extra expense regarding our booked taxi. Other than that, attentive crew and lots of smiling faces. Ryanair are the best.",1,0.9355812608503452
Cannot change the purchased luggage options from cabin to checked in. Ryanair forces you to purchase an additional bag for $30. Customer service is useless.,0,1.0
"€37 return per person from Cardiff to Faro and back. Both flights left on time. The e-check-in system was also good. Both flights were average. What you would expect on an ultra budget flight. Crew were friendly. However I was unlucky to get middle seats allocated on both flights. But for a 2 hour flight it was OK. I would definitely choose Ryanair, they indeed do come good on their slogan. Low fares. Simple",1,0.8440376426978987
"The flight was delayed 2,5 hours, then redirected to another city because the Berlin airport closed at midnight. Landed around 02.00 am in Hannover and offered a 4-hour bus trip to Berlin where we got around 6.00 am. In total: instead 22.45 pm arrival in the next day at 6.00 am with a whole-night travel. They send us an email that we will get compensation for the delay. But when I applied - the answer was that the delay was due to the airport technical delay not the company itself. So no compensation. Not to mention, they cancelled my flight to Italy two years ago due to COVID restrictions but didn’t cancel the flight back. Never received any compensation for that as well. It just looks like economy but I would have saved money if I booked a better airline like easyJet (btw, they always return money if delayed). Never again.",0,1.0
My flight has been cancelled. I asked for a refund because I had to pay another flight. And it is impossible to get a refund. I tried all the possible way. But I never succeeded.,0,1.0
"Bad customer service, they just don’t care. Let you wait for 3 hours on the phone and do not assist at all. Not customer friendly. I would choose any other airline, but never Ryanair anymore.",0,0.9661528003656643
"Ryanair is a garbage airline. They delayed our flight 20 hours. Note - they didn't cancel our flight because then they would have to refund us. Our travel insurance wouldn't cover us because it wasn't a cancellation. Had to pay $4,000 for flights back to the US because of this cancellation. They told us we would be covered under the EU 261 law. However, because we booked through a third party, Hopper, they won't give us any compensation. Everything about this company is a scam. Don't ever book with them.",0,0.9690128216471177
"Boarding in a slaughterhouse queue in terminal 2, chaotic boarding, almost at a standstill at the front door of the plane, impassable corridor, no agility. In my seat was a lady who took the liberty of sitting there and pretended not to know her seat so that she could sit next to what I assume was her companion. When the flight attendant was called, she soon revealed her seat, but now the aisle was jammed and it was impossible to go to the front, so I sat in the seat that was possible, next to an individual who spent the whole flight bothering me and despite having a vacant seat by the window.",0,0.8645596603292257
"I had a nice trip to the sun last week from Dublin courtesy of Ryanair on the new MAX. Delayed outbound due to cold weather and lack of deicing equipment at DUB. Crew led by a very professional purser. Nice run back as well, played by the rules, brought my own grub, didn't book a seat, had a small bag. Have another flight booked for FCO in Feb and got an email to say it was cancelled and gave us a number of hours to accept the schedule change, it is not cancelled at all and they want to put us in the later on to see if they can sell tickets at an inflated price. Absolutely scandalous and complaint made to Irish Aviation authority. The alleged cancelled flight is still going albeit at an inflated price! Crooks with no conscience!",0,1.0
"Outward flight More than 3 hours delay.  First try for a return flight:  More than 3 hours delay, cancellation of flight. No help with booking a hotel / transfer. Unfriendly staff Second try for a return flight more delays. Landing at the wrong airport, waiting more than 3 hours for a transfer to the right airport. Lies about the reason of landing at the wrong airport (they knew they couldn’t land at Eindhoven because of the same problem as yesterday, and they still went for it. We had to book our own hotel / transfer, and we still didn’t receive any money back.",0,1.0
"The flight was really nice and the crew were friendly. There was a bit of a delay but the service I received made up for it, the loo was perfect and the food was yummy and hot. I also want to review the complainers, there are some making silly complaints, for example people complaining about having to pay £60 extra for missing the check-in window, it is well advertised that you can check in at home on your tablet or computer, don't they have one? Also they are complaining about having to pay extra money to print out boarding passes, this is well known and totally avoidable if they actually checked in on their smart phones on the Ryanair app. Also they could of gone to a library to print out their passes for 30p? Some people just like to complain.",1,1.0
"Bought tickets from Supersaver Helsinki to Rīga, and I am an old customer with Ryanair, always been happy with fast service until now. Day before flight checked email, Ryanair app, no invite for online check in, so I thought. Going to do like normal people check in at airport, but now need to pay...and an adult and 2 kids check in for flight of 40 euros was 160 euros. And I asked any another way as I wasn't informed, in which I got told somewhere with small letter you can find info. I also explained I have travelled many times with Ryanair and always have got online check in but not this time and no info that you can't check in at airport computer...so I send same sad disappointment about service like that to customer service and just copy paste text. Also the guy at desk, wow, I must say I'm surprised he works at an airport, dead as dead person...at the end of the day, I'm sad that Ryanair didn't even try to understand situation and pretty much copy pasted texting, so I m gonna skin this company for my travel trips. Just because you are a cheap airline company doesn't give them the right to behave that way, you should consider reducing the fee a little less especially if it's a 50 min flight and price 15 euros.",0,1.0
"Damaged bag. Ryanair promised to pay 50 EUR which I accepted (my mistake). It is more than 2 month now, and they are still struggling to pay this amount. Customer care is not reading documents provided and once in a month requesting the same information again. Non existent customer care.",0,1.0
"Recently Ryanair's system decided that I'm a BOT and every time I book a flight since then they force me to pay extra for an online verification. Not only this, this online verification never works and causes a lot of stress. I sent a million of emails to them to resolve, none of which have ever been answered. I went to their customer service at the airport, they obviously had no idea what to do. I called the central customer service, the lady hang up on me. I have no words. This is the worst customer relation I can possibly imagine. Avoid flying with them if you possibly can.",0,0.9604780267380874
"Early morning flight with Ryanair FR4753 to Tenerife for a weeks holiday. Check-in opened early so headed through fast track security and was airside in about 15 minutes. Plane boarding was organised with priority on first which we took our seats 5A and 5B with ease. Legroom was as expected but slightly better. Crew were welcoming and professional and did a good service, really chuffed with serviced received. Plane landed about 20 minutes earlier than scheduled so happy easy and stress free start to my holiday",1,1.0
"I’ve flown Ryanair many times over the years. Fundamentally you do get what you pay for. Therefore I’m reviewing based on its price appropriate. For a 50min I couldn’t complain at all. Left on time arrived a few mins ahead. Small cabin bag, enough for the weekend.",1,1.0
"Even though I am an American, I was offended how rude they were with Serbian people. I fly 50 + flights a year and I have never seen such rudeness.  I found the culture of flight attendants to be rude and pathetic. I know it is a low cost airline, but kindness and smile should still be free.",0,1.0
"A real nightmare, flight late, no info, just figured out, then hectic boarding in the rain, they made us wait and the plane was not there, in the cold, once the plain got there, a little bit more wait in the rain. Normal flight, when arrive no bus for the 2 group to unboard, when the bus arrived then a long wait for the crew to wrap up and close the plane, the cheap sometimes comes with a price and it is not good.",0,0.9996807886729079
"Ryanair just spoilt my holidays. They started boarding too early and kept people outside under the rain when the temperature was about 8 degrees during 40 minutes. The airplane wasn't prepared for boarding why? After that 2,5 hours flight like in the fridge. t the end I arrived with a cold and thanks Ryanair you spoil my holiday.",0,1.0
"On the 6th of November, Ryanair charged me 45 euros for a suitcase that supposedly did not meet the measures required for the trip. My suitcase was very small, undersized and fit under the seat. Even so, they made me pay for an extra suitcase. The biggest problem was that I was not given a receipt and payment was made over the phone. They forced me to give my card details to a supposed telephone employee.  They gave me the phone and said I had to give my card details otherwise I would have to leave my suitcase there. In addition to not having received any receipt as proof of payment, they kept my card details which should have been confidential. This is illegal. The antipathy with which they give us information and the menacing air make this company the worst I have ever traveled with. No dia 6 de novembro a ryanair cobrou-me 45 euros por uma mala que supostamente não cumpria as medidas exigidas para a viagem. A minha mala era muito pequena, com o tamanho abaixo do standard e cabia de baixo do assento. Mesmo assim fizeram-me pagar uma mala extra. O problema maior foi que não me deram um recibo e o pagamento foi feito por telefone. Obrigaram-me a dar os dados do meu cartão a uma suposta funcionaria por telefone. Passaram-me o telefone e disseram que tinha que dar os dados do meu cartão senão tinha que deixar ali a minha mala. Para além de não ter recebido nenhum recibo como prova de pagamento, ficaram com os dados do meu cartão que deveriam ser confidenciais. Isto é ilegal. A antipatia com que nos dão informações e o ar ameaçador tornam esta companhia a pior com a qual já viajei.",0,1.0
"Ryanair cabin crew makes me worried as a passenger, they seem to be under enormous pressure, anxious, worried, sometimes with unnecessarily alarmed speech, other times with too slow or prostrate diction. The company tries to save on everything even when the passenger asks for a simple receipt for the service provided. The Irish authorities need to be brought to the attention of the EU to comply with consumer rights, particularly in terms of taxation. While Ryanair is largely responsible for stimulating the local economy, the social, tax and environmental cost is also very high. I will continue to complain to the Portuguese Tax Authority for this company to fulfil its obligations, not least because it is very keen to take advantage of national financial funds when available. Boarding on time, unfriendly crew and dirty planes.",0,1.0
"When we boarded the aircraft they made us wait over an hour as they found a fault and decided to do a check…the check should have been done before letting people board the aircraft. Firstly we were told that a new aircraft will be ready by 18:00 (the flight was at 14:30). At 18:00 we were told to wait till 21:35, at 21:35 we were told to wait till 3:30AM which after we were asked to wait till 6:10am, 6:10 am there was still no aircraft ready. I asked for an expenses form and no one could help me, the website would not allow me to change my flight free of charge like the email from Ryanair stated and when I asked a staff member for help once again their response was “sorry we can’t help you”, After 10 hours of delay I asked the staff for help with a hotel and their response once again was “sorry we can’t help you if you chose to go it’s at your own experiences” to which I asked if I were to go home and get some sleep and come back an hour before the flight is estimated would I be allowed onto my very delayed flight to which the response I received from the staff was “we don’t know we can’t help you with that” for a £250 flight and a total of 18hours of delay we received a £3 voucher which was not even enough for a coffee and a bottle of water. I was so distressed and upset I decided to cancel my flight and retrieve my bags, just as I thought it couldn’t get worse when I received my luggage back it came ruined and damaged! Once again I asked a staff member for help and I was told “I don’t know take pictures or something I can’t help you”. The two staff members were also very very rude, they were making very nasty comments about the non English speaking passengers who appeared to not understand English, calling your passengers “stupid, annoying and idiotic” is very unprofessional especially when your answer to everything is “I can’t help you I can only show you where the exit doors are”. I am completely shocked by this airline and it’s staff at Bristol airport and will no longer use it and so won’t my friends and family after seeing how the people were treated in this event and the damaged bags that were given back.",0,1.0
"This review relates to my second flight with Ryanair following a trip to Fuerteventura. The check-in staff at Fuerteventura airport were very professional and friendly too. Boarding was something of a mishap as there was no reinforcement of the priority boarding. This caused an upheaval as several passengers, rightly voiced their grievances over this. This was a very full flight including several family groups. The cabin crew were far more professional than on my outbound flight and imposed a strict no nuts regime as a passenger had a nut allergy. One crew member stood out from her peers, who was not only very professional but seemed to go the extra mile to assist an elderly couple and to help a lady who was unwell. This crew member is a great credit to Ryanair and deserves recognition for her professionalism and common sense. During the flight 2 to-buys drinks and snacks rounds were performed and again the crew did very well indeed. Although there was a delay of circa 50 minutes to departure this was communicated very well to the passengers. Disembarkation was quite something as a problem passengers stood up before landing and ignored instructions to sit down. This passenger rudely pushed his away along the aisle and brushed a cabin crew member aside. Astonishingly poor behaviour. The cabin crew should not have to deal with such appalling behaviour. Overall a decent flight. The seats are not very comfortable though!",1,0.8791866010038853
"Stansted to Fuerteventura. Firstly, the airline deserves credit for an easy to use website. Follow the rules and one should be just fine within the remit of budget travel! I checked-in online without any issues and when I arrived at the airport, the priority boarding was largely enforced. The flight had a slight delay but communication was reasonable. Another let down was the poor attitude of two staff members. One lady seemed to do all the work while her colleagues took a back-seat attitude. I had a negative experience when I needed to use the lavatory. I politely asked a male member of the cabin crew if the lavatory was free? I am visually impaired. To my shock the staff member in question sighed and mumbled something in another language without answering my question. Disembarkation was a farce as the abusive woman and her brood pushed to the exit without any of the cabin crew correcting the dangerous behaviour eg standing up and removing bags from the locker before the flight had even properly landed. This was quite distressing for many passengers and a clear danger. Moreover the seats were very hard and uncomfortable and the charge for a soft drink was an outrage!",1,1.0
"One of the worst airlines I have seen. There is no coordination among the staff. Initially the flight was at 3:15 pm CET, upon coming 3 hr early to the airport, we found the flight to be departed at 3.53 pm. When we went for the check-in, the staff told wait as the gates weren't announced. And after waiting, when boarding the boarding staff asked to pay for the check fine, which is complete non sense. There is no coordination among the staff. The ground staff are very rude and have no patience to Listen. This unacceptable.",0,1.0
"Ryanair has customer service like it doesn't exist at all: they will say hello and goodbye and leave you as soon as possible. If you get into a problem emergent situation, their colleagues will lie to your face to get rid of you. Thanks to a Ryanair employee at Barcelona Airport, we lost our tickets and the ability to use them. Never again will I deal with Ryanair and such a disrespectful and inhumane attitude toward customers.",0,1.0
"Malaga to Tangier with Ryanair. The problems with this flight included a lack of communication over a delay. I looked online and discovered that the flight was delayed leaving Dublin and thus arrived delayed into Malaga. The boarding process was a success in that staff enforced and reinforced the priority system. The aircraft was filthy and had trash on the floor and the windows were also unclean. The young cabin crew had little presence and did not deal with a group of rowdy Spanish teenagers. Disemembarkation was poorly managed too and this flight created a very poor image of the airline. I have been rather put off using Ryanair as a consequence of this experience. I shall add that some passengers only Spoke Arabic and that non of the cabin crew and none of the announcements were made in Arabic, I believe this is a safety issue.",0,0.6918668698606638
Just flown with Ryanair. Flight was on time. Staff at check in desk very pleasant and welcoming. Staff on board the aircraft were very attentive and civil and smiling freely. Flight was good and soft landing. The check in desk let me put my 2 hand luggage cases in the hold free of charge as the plane was full. A very pleasing experience.,1,1.0
"They seem to be providing a cheap service but you will be surprised when you get charged twice as much or even more of the original price. My wife and I had a short flight from Santorini to Athens on October 24, 2022 for which we paid about Euro 90 (45 each) in full, more than a month before the scheduled flight. During the past few days before our flight, I tried several times to check in online as I do with all other flights, but online check-in was not available so I decided to check in at the airport. To my big shock and surprise, I was forced to pay euro 62.15 per person to have our boarding pass issued. I had no choice because we couldn't miss our next flight from Athens to Toronto. After we landed in Athens and my phone was connected to the internet, I received an email from Ryanair asking to check in online with their special app but obviously it was too late for me. This is the first time I face such an unfair charge for such a simple service (issuing a boarding pass). I contacted them asking for a full or partial refund but they rejected my request.",0,1.0
"Ryanair always pose themselves as ""always on time"". But really it is terrible company. NEVER on time. Very bad and NOT responsible company. All my last flights were minimum 2 hours delay. It is terrible.",0,1.0
"Booked on return flights from Leeds to Fuerventura, half of our party arrived approximately 2 minutes late for the outbound flight (very careless I know) and were not allowed to board. The other members of the party who were already on the flight insisted on disembarking, flight delayed (would have been easier and quicker to allow late passengers to board) and family argument followed, thanks Ryanair! Ryanair staff blamed Swissair staff and Swissair staff blamed Ryanair ‘jobsworth’. Booked more flights on same day with Jet2, staff could not have been more helpful and enjoyable flight. Holiday went really well but we had to fly back with Ryanair. Rigid cabin bag that was taken on to Leeds flight (before disembarkation) suddenly became too big for return flight according to staff at Fuerteventura Ryanair gate so excess baggage had to be paid. Staff on flight could hardly raise a smile, probably due to the fact they worked for Ryanair, or maybe company policy. In future, unless there is no other alternative, my family will never again fly Ryanair - not that they will care as customer satisfaction is not high on their list of priorities, they are just cargo.",0,0.7779086061876822
Avoid this company at all cost. You start your journey smoothly with other companies but on the way back we have to deal with Ryanair that’s when the problem starts. They want to charge whatever they can. They put cheap flights as baits but then they rip you off at the airport. Last time using this useless company.,0,1.0
"Outbound spittle on seatback, cabin crew with attitude and luggage damaged. Return cancelled and no help offered despite a 3 day layover. Ryanair's target are teenagers out on a drinking weekend and migrant workers. Definitely not a company for the business traveller: even weak competitors like Wizz Air or Air Arabia are in a different league.",0,1.0
"Ryanair check-in in MRS has improved a lot. Priority boarding however remains a total mess, in a very narrow corridor. Staff on board was not smiling but act very effectively. Junk food (paid) remains junk. Very clean aircraft.",1,0.9513880121986478
"We get to the front to check-in, and we are late by 10 mins so they charge us each 55 pound to check-in (even though the flight was only 30 pound each), then the flight is delayed 3 hours. So we paid an extra 350 pound for nothing. That was from Glasgow to Dublin. Our next flight coming back to Glasgow from Dublin, we get to the gate, all line up in the stairwell, wait for 25+ mins, then they tell us all to come back out as they did not have a flight crew. So as we were exiting the stairwell, I told them there were elderly people standing on the stairs and the woman's response was ""well don't fly Ryanair again."" Then we finally get on the plane 2 hours later, and there's gum stuck to my seat and I had to get 2 different people to help as the first lady just gave me a napkin. And the second just rolled her eyes, then said there's a different spot. When we landed in Glasgow, once again we had to wait, as the pilot said ""sorry but it seems there is no landing crew to guide us in."" I am going to urge people to take the ladies advice and not fly Ryanair. Worst experience of my life. Negative stars if possible.",0,0.861750069565036
I recently had an unpleasant experience with Ryanair going from Barcelona to Budapest. The flight was delayed by around 3 hours due to reasons I wasn't told. This has caused spending an extra overnight stay at Budapest with hotel and transport expenses from my own pocket and booking a new flight the next day. Because the flight was delayed by so much I have lost my connecting flight for which I had a 2 hour layover window. No desks were operating when I got to Budapest at around 23:00. Received no apology or guidance at the time of the need. Disappointing experience being a frequent Ryanair flyer. Caused me a lot of problems. I have filled the Ryanair form and also sent an additional query. Have not heard back for almost a month now.,0,1.0
"The airline racks on a whole bunch of unnecessary fees. They also delayed the flight by 5 hours and 18 minutes and by law they are supposed to compensate for the flight being late but they refuse. I absolutely hate this airline and will never fly with them again. And, on my next flight with Ryanair out of Malaga the staff were rude.",0,1.0
Budapest to Athens. Give me a reason to fly again. Poor services in everything. Cheaper airline? Of course no! If you add up all hidden costs and all trouble they cause you is one of the most expensive and worst in quality airline companies. Please please listen to me and think. I am sure you will understand why you should not fly with Ryanair again,0,0.6803359165934822
"I seriously thought we would never get home safely ... but that was not the only terrible part! After a nice week of vacation we take a Ryanair flight from Porto to Milan, estimated duration: about 2 hours (?). We are almost to our destination but we are told that we cannot land because of a thunderstorm. Result: we stay for more than an hour and a half suspended in the sky amid black clouds, lightning and thunders at close range. After that we are told that it will not be possible to land in Milan, so they take us to another airport (without telling us which one, except once we land!). We finally land in Genoa, tired but glad to be on land. Another hour and a half of waiting and we are told that we will be departing again? In the meantime, no one offers us water, food, but the captain tells us that we have ""permission to contact family and relatives,"" if we desire. In the meanwhile, we contact our hotel to alert them to the uncertainty of the situation; they unfortunately warn us that it will not be possible to check in in the middle of the night (it was midnight by then). We arrive at Milan Linate and manage to catch the last shuttle to downtown Milan, where we squeeze into the first hotel next to the Central Station, in order to make as little distance as possible at midnight with baggage and personal belongings. Bewildered but exhausted and thus resigned, we pay three times the price of the hotel originally booked, which did not allow us to have a refund because of the short notice. Finally, once back home we decide to pursue a refund request (end of July 2022), promptly rejected because EU261 regulations do not provide for refunds due to ""unforeseeable"" conditions. We call support again, who suggests we ask for compensation instead of a refund (August 2022). In September 2022 I submit the request, in October 2022 I receive no response (waiting time described by the site for processing the request: 10 days), and decide to call the client support again. The operators, as always rude and annoyed, say they will send a reminder. I have no words for the incompetence of this company, their treatment of passengers (leaving them without water, food, explanations) is absolutely inhumane.",0,1.0
"It all started what now seems a lifetime ago when sitting enjoying the sites of Lisbon City centre when my partner checked the Ryanair app out of mere curiosity to find our flight was delayed by over 3 hours. Inconvenient yes, but perhaps we could enjoy a few extra hours before heading to the airport? A quick chat with customer services should easily tell us if that's OK or whether we must be there for the original departure time.  After 20 minutes of fighting the customer service chat feature we gave up. A completely automated response to all questions, none of which related to the query at hand. Fast forward to the airport - the main terminal looks nice but we get shuttled off to the budget terminal.  Past security, not fun but not the fault of Ryanair at least. The delay is over 4 hours now so a quick search online shows we are entitled to food and drink. Best find a member of their helpful crew who will be happy to help! A walk of all the gates though provides slim pickings .. perhaps they don't want to help the people from the growing list of flights being delayed? When we did track down a member of staff at a gate, we were  ushered through a gate to a Ryanair desk that could help, only to find on going through the door that it was a one way trip - back to the initial check-in slaughterhouse. I feel by this point we all know what the response was at the check-in desk - go and ask at the gate of course. We tried to argue briefly. We took the tickets, we accept our fate. At least the comforting knowledge we received from the checkin desk that someone will come out and offer help from Ryanair back at the gate will keep us warm over the upcoming hours of woe. Back at the gate now. Security was even better the second time around, apparently they don't like boarding passes being used twice. When we mentioned Ryanair though they seemed to get it. Not sure how many hours to go. Perhaps a member of Ryanair will come and offer assistance at some point. Perhaps even food. Or water. Even an update on the flight that keeps getting pushed further back. We can only wait and see.",0,1.0
"Another great flight with Ryanair. Cheapest tickets on the market. Great, helpful staff. Flight bang on time. Smooth and efficient. Food and beverages available and super landing. My gripe is the seats were very uncomfortable and no leg room. Really hard on me as I'm in ill health at present and it's a fairly long flight. But that aside we'll done by my favourite airline.",1,1.0
"We payed the small fee for a 10 kg small bag. But when we arrived at the gate check in, they charge us with a fee of 499kr. So dumb when we meet the recommended level for flying with your company. Hidden fees everywhere.",0,1.0
"Ryanair is unfailingly the most horrific airline to fly with. Appalling customer service, attracts clients because of its seemingly “cheap” tickets but there is always hidden fees somewhere. This time it was because i arrived to check in 1 hour and 45 minutes before flight instead of two hours - so got charged 30 euros. I had tried to check in for both flights at my departure destination as I knew I wouldn’t have a lot of time at the transit stop to do the check in. Bad tempered Ryan Air staff told me I couldn’t but she just seemed like she couldn’t be bothered. I then got charged 30 euros at the transit stop because I had checked in ‘late’ (even though I had tried to do it 4 hours earlier). The thing that bothers me the most though is that they advertise “free airport check in two hours before flight departure” but fail to mention that they will charge you if its less than that time, or how much they will charge you (they probably do tell you somewhere in small print but the spirit is one of being scammed). Hate this airline. Never using again.",0,0.9493252455450653
"Poor customer service. You can’t even carry a small bag of clothes you have to pay for it. Badly handled customers and they dictate what to do with your bags. The flight was so disturbing l have ear aches all the way. It’s uncomfortable to use and they were also late, the flight was delayed. I would rather use another airline. I don’t mean to be rude but that’s what l experienced",0,0.8326587395351495
"Had no choice but to fly Ryanair on this occasion to Budapest. Awful from start to finish. Both flights delayed by 2 hours. Got to experience their 737max...not at all pleasant, seats crammed in so you end up leaving with back pain. Non stop announcements throughout the flight like a flea market. Ryanair end up more expensive than a real airline by the time you add on the extras. Aer Lingus please, please, please start flying to Budapest again during the summer season and save me from Mickey Mouse Michael O’Leary airlines.",0,0.6639170837220582
Stansted to Maastricht. Overall I had a very positive experience! Check-in was efficient and the boarding process was well managed. During this short flight the crew were efficient and hardworking. My concern was that certain passengers were allowed to take far too much luggage while others were not allowed to take small bags – a lack of consistency where that is concerned! I also felt that there was a lack of communication from the cabin crew towards the end of the flight. Overall a decent experience!,1,1.0
"Terrible experience. Ryanair leaves no stone unturned to extort money out of passengers pocket. Uncomfortable, not recommendable airline. Also, Special needs assistance request not entertained adequately. Overall very poor service.",0,1.0
"I commend Ryanair for the professionalism of the crew on this flight from Brussels Charleroi airport to Liverpool on 28th August 2022. The cabin crew were amongst the most professional and personable crew I have encountered in several years of flying. One can but commend their attention to detail, friendly and firm manner in dealing with a few tricky customers who had too much luggage. The service provided on a rather short flight was a great credit to the company. I left the flight feeling I had been in safe hands and will book again!",1,1.0
"This was the worst flying experience I have ever had. We paid $1095 for a flight from Paris to Seville for a family of 6. After taking the shuttle from Paris we did not check-in online prior to the 2 hour deadline. We were then forced to pay $330 (Euros) to check in at the airport. Then, the flight was delayed by 2 hours.  Did my family sit on the floor in an packed concourse for 3 hours? Yes.  This company is only out to get your money when you miss a deadline, have a bag that is too big or any of a host of other reasons. I will never fly Ryanair again. Any company that will hold me accountable for a mistake but not do the same when they make a mistake is not worth my business. I attempted to resolve this with the company but was denied multiple times even though any reasonable person can see the inequity in the situation. Save yourself a big headache and choose a different airline.",0,1.0
"Often disappointed flying Ryanair. Its often expensive, airports are far away, any refreshments are payable. For me it is always a stressful experience flying Ryanair. Flying by a conventional airline from the nearest airport is almost always a better option.",0,0.6993164665979497
My check-in luggage did not arrive and was located only 3 days after my departure. Ryanair then requested me to come back to the airport just to pick it up instead of delivering my luggage to my hotel. So Ryanair makes mistakes and requests customers to correct these mistakes. It is a very unprofessional company.,0,0.7934722925387995
"I flew internationally and tried to check in online the night before and the site timed out. I got to the airport 1hr 55min before the flight and tried again but was locked out of online check-in. I wasn't checking luggage. I just needed a boarding pass and was charged £55 to print a boarding pass.  Ryanair refused to refund the fee indicating I should have contacted customer service when the site timed out. As for the morning of, they don't allow online check-in inside 2 hours. To expect someone traveling internationally to call an agent when the check-in failed is not acceptable. Closing online checkin 2 hours before flight time seems excessive and coincidentally in line with when passengers typically would arrive at the airport.",0,1.0
The flight has been cancelled resulting with additional costs and lost part of the holidays. I have purchased an insurance with XCover through the Ryanair booking site and was hoping the lost money will be refunded however the XCover asked for proof of the reason for the flight cancellation and The email I have received from Ryanair did not state the reason. I have requested information from Ryanair but without response from them for few months now. When I contacted customer service they told me that the flight was cancelled due to commercial reasons however this cannot be sent to me in an email. When I asked if I can record the conversation for my confirmation the call has been disconnected. Nor information on reason for cancellation no money from XCover insurance company. This is their way of taking our money without accepting responsibility.,0,1.0
"We arrived at Liverpool airport to fly to France. Seriously backward here, there’s over 100 people trying to check in and there’s 2 staff. This company never seems to please me, they will penny pinch at ever chance, it’s never a good experience.",0,0.8810838595532108
This low cost airline company is the worst I’ve ever seen. They make you pay 65€ to get your boarding pass at the airport.  You cannot recline your seat. The crew was rude and unprofessional.,0,1.0
"We arrived at the airport 4 hours before the flight and were told the airport desk is not open for check-in. We did not realise that with Ryanair you have check in online. When we finally got an open desk we were told that the check-in would cost 110 Euros. We were told that we had to check-in online, but that we can't do it anymore as the online check-in closed 5 minutes ago and we had to check-in 2 hours or longer before the flight. We have repeatedly contacted Ryanair regarding a refund, but zero response.",0,1.0
"When I arrived at Stansted airport in London I realized the bag I had checked in had been left in Helsinki. The bag was sent to Stansted airport the following day, but the company could not transport the bag to my hotel so I had to go to fetch the bag myself. The journey to the airport and back to my hotel room took me half a day and I lost a lot of valuable time that was supposed to be used for sightseeing. As I was left with nothing but my passport and wallet on the day of arrival I had to purchase some essential goods. When I came back to Helsinki I claimed the money for those essential goods and some extra for the damages caused, but the company never return the money to me.",0,0.7869231284341569
Had an issue with checking in online as it kept coming with an error. Tried to check in at the airport and were told we have to pay the checking fee (60 EUR) but we could then contact the customer service department with proof of the error and we should be able to get our money back. Send them screenshots of the details and 25 days later they replied saying they were not aware of any issues and no refund was due. Really cold and lack of empathy and I will try to avoid flying with them in future unless it's the only choice available.,0,1.0
"After a horrendous journey to the airport, my husband and I arrived 90 minutes before flight. Having been ill on holiday I was exhausted. At checkin, staff were amazing, providing me with water, a seat and wheelchair assistance throughout the airport. Arriving at Stansted there was a vehicle to meet us. We were driven to passport control, where there was a wheelchair waiting for me. Straight through passport control to baggage collection where we were helped with our cases,then to the exit, where we were met by a family member. Thank you Ryanair, excellent service.",1,1.0
"Ryanair denied check in access on line using Ryanair App and their website. We were compelled to report to the airport check in. The airline charged $110 to print our two boarding passes. We presented 2 Ryanair staff evidence of our good faith effort to check in on line and on app 2 hours in advance of the flight. They ignored us and refused to issue our boarding passes for flights we had paid for without paying $110 for the printed passes. When I asked for recourse, they gave me a phone number that was not legitimate. the second phone number they provided required a long queue, and when we finally got through, the agent relayed that they had no authority to help us. We were directed back to the airport staff who volleyed us between the phone number and them and ultimately charged $110 to print 2 pass.",0,1.0
"Actually a pleasant flight, probably because it was nearly empty because The Netherlands were by then in a lock down. One tends to think everything is down scaled with FR: in reality it isn't if you compare it with some European more traditional airlines. They also let you pay for luggage, a preferred seat, food and drinks. As long you do your homework beforehand and you have gone through the fine printing, and you do not pretend to find First Class at low cost, all is quite efficient and straightforward, as it was with this flight.",1,1.0
Chania to Stockholm. It's absolutely the worst I have ever ever experienced in my life. Both ways the were delayed without giving out any information how long. Let us wait with out information by the gate for 2 hrs then boarded us on in their small tight seats that you can not regulate in any way. Ones on the plane they tell us they lost there slot to leave and we had to wait in the plane for another 1:40 minutes. Same thing happens going back to Stockholm!! So awful and absolutely no service while we are all stuffed as sardines just waiting on to take off for 2 hrs. Please what ever you do - do not ever fly Ryanair as it is not worth the couple of 20-100€ you save from flying with Norwegian or SAS or just any other airline.,0,1.0
Absolutely horrendous service. Very limited information throughout on a flight that was delayed over 3 hours and landed in Birmingham at 2.30am instead of landing in Manchester at 23.10 as it was supposed to. We had to wait inside the plane for 1h before take off and over an hour after landing. Shockingly bad service. I’m very unlikely to ever fly with this airline again,0,1.0
